"V1","text"
"That is not glad to see thee! You are three","book 5"
"That Rome should dote on: yet, by the faith of men,","book 5"
"We have some old crab-trees here","book 5"
"at home that will not","book 5"
"Be grafted to your relish. Yet welcome, warriors:","book 5"
"We call a nettle but a nettle and","book 5"
"The faults of fools but folly.","book 5"
"COMINIUS:","book 5"
"Ever right.","book 5"
"CORIOLANUS:","book 5"
"Menenius ever, ever.","book 5"
"Herald:","book 5"
"Give way there, and go on!","book 5"
"CORIOLANUS:","book 5"
"VOLUMNIA:","book 5"
"I have lived","book 5"
"To see inherited my very wishes","book 5"
"And the buildings of my fancy: only","book 5"
"There's one thing wanting, which I doubt not but","book 5"
"Our Rome will cast upon thee.","book 5"
"CORIOLANUS:","book 5"
"Know, good mother,","book 5"
"I had rather be their servant in my way,","book 5"
"Than sway with them in theirs.","book 5"
"COMINIUS:","book 5"
"On, to the Capitol!","book 5"
"BRUTUS:","book 5"
"All tongues speak of him, and the bleared sights","book 5"
"Are spectacled to see him: your prattling nurse","book 5"
"Into a rapture lets her baby cry","book 5"
"While she chats him: the kitchen malkin pins","book 5"
"Her richest lockram 'bout her reechy neck,","book 5"
"Clambering the walls to eye him: stalls, bulks, windows,","book 5"
"Are smother'd up, leads fill'd, and ridges horsed","book 5"
"With variable complexions, all agreeing","book 5"
"In earnestness to see him: seld-shown flamens","book 5"
"Do press among the popular throngs and puff","book 5"
"To win a vulgar station: or veil'd dames","book 5"
"Commit the war of white and damask in","book 5"
"Their nicely-gawded cheeks to the wanton spoil","book 5"
"Of Phoebus' burning kisses: such a pother","book 5"
"As if that whatsoever god who leads him","book 5"
"Were slily crept into his human powers","book 5"
"And gave him graceful posture.","book 5"
"SICINIUS:","book 5"
"On the sudden,","book 5"
"I warrant him consul.","book 5"
"BRUTUS:","book 5"
"Then our office may,","book 5"
"During his power, go sleep.","book 5"
"SICINIUS:","book 5"
"He cannot temperately transport his honours","book 5"
"From where he should begin and end, but will","book 5"
"Lose those he hath won.","book 5"
"BRUTUS:","book 5"
"In that there's comfort.","book 5"
"SICINIUS:","book 5"
"Doubt not","book 5"
"The commoners, for whom we stand, but they","book 5"
"Upon their ancient malice will forget","book 5"
"With the least cause these his new honours, which","book 5"
"That he will give them make I as little question","book 5"
"As he is proud to do't.","book 5"
"BRUTUS:","book 5"
"I heard him swear,","book 5"
"Were he to stand for consul, never would he","book 5"
"Appear i' the market-place nor on him put","book 5"
"The napless vesture of humility;","book 5"
"Nor showing, as the manner is, his wounds","book 5"
"To the people, beg their stinking breaths.","book 5"
"SICINIUS:","book 5"
"'Tis right.","book 5"
"BRUTUS:","book 5"
"It was his word: O, he would miss it rather","book 5"
"Than carry it but by the suit of the gentry to him,","book 5"
"And the desire of the nobles.","book 5"
"SICINIUS:","book 5"
"I wish no better","book 5"
"Than have him hold that purpose and to put it","book 5"
"In execution.","book 5"
"BRUTUS:","book 5"
"'Tis most like he will.","book 5"
"SICINIUS:","book 5"
"It shall be to him then as our good wills,","book 5"
"A sure destruction.","book 5"
"BRUTUS:","book 5"
"So it must fall out","book 5"
"To him or our authorities. For an end,","book 5"
"We must suggest the people in what hatred","book 5"
"He still hath held them; that to's power he would","book 5"
"Have made them mules, silenced their pleaders and","book 5"
"Dispropertied their freedoms, holding them,","book 5"
"In human action and capacity,","book 5"
"Of no more soul nor fitness for the world","book 5"
"Than camels in the war, who have their provand","book 5"
"Only for bearing burdens, and sore blows","book 5"
"For sinking under them.","book 5"
"SICINIUS:","book 5"
"This, as you say, suggested","book 5"
"At some time when his soaring insolence","book 5"
"Shall touch the people--which time shall not want,","book 5"
"If he be put upon 't; and that's as easy","book 5"
"As to set dogs on sheep--will be his fire","book 5"
"To kindle their dry stubble; and their blaze","book 5"
"Shall darken him for ever.","book 5"
"BRUTUS:","book 5"
"What's the matter?","book 5"
"Messenger:","book 5"
"You are sent for to the Capitol. 'Tis thought","book 5"
"That Marcius shall be consul:","book 5"
"I have seen the dumb men throng to see him and","book 5"
"The blind to bear him speak: matrons flung gloves,","book 5"
"Ladies and maids their scarfs and handkerchers,","book 5"
"Upon him as he pass'd: the nobles bended,","book 5"
"As to Jove's statue, and the commons made","book 5"
"A shower and thunder with their caps and shouts:","book 5"
"I never saw the like.","book 5"
"BRUTUS:","book 5"
"Let's to the Capitol;","book 5"
"And carry with us ears and eyes for the time,","book 5"
"But hearts for the event.","book 5"
"SICINIUS:","book 5"
"Have with you.","book 5"
"First Officer:","book 5"
"Come, come, they are almost here. How many stand","book 5"
"for consulships?","book 5"
"Second Officer:","book 5"
"Three, they say: but 'tis thought of every one","book 5"
"Coriolanus will carry it.","book 5"
"First Officer:","book 5"
"That's a brave fellow; but he's vengeance proud, and","book 5"
"loves not the common people.","book 5"
"Second Officer:","book 5"
"Faith, there had been many great men that have","book 5"
"flattered the people, who ne'er loved them; and there","book 5"
"be many that they have loved, they know not","book 5"
"wherefore: so that, if they love they know not why,","book 5"
"they hate upon no better a ground: therefore, for","book 5"
"Coriolanus neither to care whether they love or hate","book 5"
"him manifests the true knowledge he has in their","book 5"
"disposition; and out of his noble carelessness lets","book 5"
"them plainly see't.","book 5"
"First Officer:","book 5"
"If he did not care whether he had their love or no,","book 5"
"he waved indifferently 'twixt doing them neither","book 5"
"good nor harm: but he seeks their hate with greater","book 5"
"devotion than can render it him; and leaves","book 5"
"nothing undone that may fully discover him their","book 5"
"opposite. Now, to seem to affect the malice and","book 5"
"displeasure of the people is as bad as that which he","book 5"
"dislikes, to flatter them for their love.","book 5"
"Second Officer:","book 5"
"He hath deserved worthily of his country: and his","book 5"
"ascent is not by such easy degrees as those who,","book 5"
"having been supple and courteous to the people,","book 5"
"bonneted, without any further deed to have them at","book 5"
"an into their estimation and report: but he hath so","book 5"
"planted his honours in their eyes, and his actions","book 5"
"in their hearts, that for their tongues to be","book 5"
"silent, and not confess so much, were a kind of","book 5"
"ingrateful injury; to report otherwise, were a","book 5"
"malice, that, giving itself the lie, would pluck","book 5"
"reproof and rebuke from every ear that heard it.","book 5"
"First Officer:","book 5"
"No more of him; he is a worthy man: make way, they","book 5"
"are coming.","book 5"
"MENENIUS:","book 5"
"Having determined of the Volsces and","book 5"
"To send for Titus Lartius, it remains,","book 5"
"As the main point of this our after-meeting,","book 5"
"To gratify his noble service that","book 5"
"Hath thus stood for his country: therefore,","book 5"
"please you,","book 5"
"Most reverend and grave elders, to desire","book 5"
"The present consul, and last general","book 5"
"In our well-found successes, to report","book 5"
"A little of that worthy work perform'd","book 5"
"By Caius Marcius Coriolanus, whom","book 5"
"We met here both to thank and to remember","book 5"
"With honours like himself.","book 5"
"First Senator:","book 5"
"Speak, good Cominius:","book 5"
"Leave nothing out for length, and make us think","book 5"
"Rather our state's defective for requital","book 5"
"Than we to stretch it out.","book 5"
"Masters o' the people,","book 5"
"We do request your kindest ears, and after,","book 5"
"Your loving motion toward the common body,","book 5"
"To yield what passes here.","book 5"
"SICINIUS:","book 5"
"We are convented","book 5"
"Upon a pleasing treaty, and have hearts","book 5"
"Inclinable to honour and advance","book 5"
"The theme of our assembly.","book 5"
"BRUTUS:","book 5"
"Which the rather","book 5"
"We shall be blest to do, if he remember","book 5"
"A kinder value of the people than","book 5"
"He hath hereto prized them at.","book 5"
"MENENIUS:","book 5"
"That's off, that's off;","book 5"
"I would you rather had been silent. Please you","book 5"
"To hear Cominius speak?","book 5"
"BRUTUS:","book 5"
"Most willingly;","book 5"
"But yet my caution was more pertinent","book 5"
"Than the rebuke you give it.","book 5"
"MENENIUS:","book 5"
"He loves your people","book 5"
"But tie him not to be their bedfellow.","book 5"
"Worthy Cominius, speak.","book 5"
"Nay, keep your place.","book 5"
"First Senator:","book 5"
"Sit, Coriolanus; never shame to hear","book 5"
"What you have nobly done.","book 5"
"CORIOLANUS:","book 5"
"Your horror's pardon:","book 5"
"I had rather have my wounds to heal again","book 5"
"Than hear say how I got them.","book 5"
"BRUTUS:","book 5"
"Sir, I hope","book 5"
"My words disbench'd you not.","book 5"
"CORIOLANUS:","book 5"
"No, sir: yet oft,","book 5"
"When blows have made me stay, I fled from words.","book 5"
"You soothed not, therefore hurt not: but","book 5"
"your people,","book 5"
"I love them as they weigh.","book 5"
"MENENIUS:","book 5"
"Pray now, sit down.","book 5"
"CORIOLANUS:","book 5"
"I had rather have one scratch my head i' the sun","book 5"
"When the alarum were struck than idly sit","book 5"
"To hear my nothings monster'd.","book 5"
"MENENIUS:","book 5"
"Masters of the people,","book 5"
"Your multiplying spawn how can he flatter--","book 5"
"That's thousand to one good one--when you now see","book 5"
"He had rather venture all his limbs for honour","book 5"
"Than one on's ears to hear it? Proceed, Cominius.","book 5"
"COMINIUS:","book 5"
"I shall lack voice: the deeds of Coriolanus","book 5"
"Should not be utter'd feebly. It is held","book 5"
"That valour is the chiefest virtue, and","book 5"
"Most dignifies the haver: if it be,","book 5"
"The man I speak of cannot in the world","book 5"
"Be singly counterpoised. At sixteen years,","book 5"
"When Tarquin made a head for Rome, he fought","book 5"
"Beyond the mark of others: our then dictator,","book 5"
"Whom with all praise I point at, saw him fight,","book 5"
"When with his Amazonian chin he drove","book 5"
"The bristled lips before him: be bestrid","book 5"
"An o'er-press'd Roman and i' the consul's view","book 5"
"Slew three opposers: Tarquin's self he met,","book 5"
"And struck him on his knee: in that day's feats,","book 5"
"When he might act the woman in the scene,","book 5"
"He proved best man i' the field, and for his meed","book 5"
"Was brow-bound with the oak. His pupil age","book 5"
"Man-enter'd thus, he waxed like a sea,","book 5"
"And in the brunt of seventeen battles since","book 5"
"He lurch'd all swords of the garland. For this last,","book 5"
"Before and in Corioli, let me say,","book 5"
"I cannot speak him home: he stopp'd the fliers;","book 5"
"And by his rare example made the coward","book 5"
"Turn terror into sport: as weeds before","book 5"
"A vessel under sail, so men obey'd","book 5"
"And fell below his stem: his sword, death's stamp,","book 5"
"Where it did mark, it took; from face to foot","book 5"
"He was a thing of blood, whose every motion","book 5"
"Was timed with dying cries: alone he enter'd","book 5"
"The mortal gate of the city, which he painted","book 5"
"With shunless destiny; aidless came off,","book 5"
"And with a sudden reinforcement struck","book 5"
"Corioli like a planet: now all's his:","book 5"
"When, by and by, the din of war gan pierce","book 5"
"His ready sense; then straight his doubled spirit","book 5"
"Re-quicken'd what in flesh was fatigate,","book 5"
"And to the battle came he; where he did","book 5"
"Run reeking o'er the lives of men, as if","book 5"
"'Twere a perpetual spoil: and till we call'd","book 5"
"Both field and city ours, he never stood","book 5"
"To ease his breast with panting.","book 5"
"MENENIUS:","book 5"
"Worthy man!","book 5"
"First Senator:","book 5"
"He cannot but with measure fit the honours","book 5"
"Which we devise him.","book 5"
"COMINIUS:","book 5"
"Our spoils he kick'd at,","book 5"
"And look'd upon things precious as they were","book 5"
"The common muck of the world: he covets less","book 5"
"Than misery itself would give; rewards","book 5"
"His deeds with doing them, and is content","book 5"
"To spend the time to end it.","book 5"
"MENENIUS:","book 5"
"He's right noble:","book 5"
"Let him be call'd for.","book 5"
"First Senator:","book 5"
"Call Coriolanus.","book 5"
"Officer:","book 5"
"He doth appear.","book 5"
"MENENIUS:","book 5"
"The senate, Coriolanus, are well pleased","book 5"
"To make thee consul.","book 5"
"CORIOLANUS:","book 5"
"I do owe them still","book 5"
"My life and services.","book 5"
"MENENIUS:","book 5"
"It then remains","book 5"
"That you do speak to the people.","book 5"
"CORIOLANUS:","book 5"
"I do beseech you,","book 5"
